,id,question_stem,choices,answerKey,fact1,humanScore,clarity,turkIdAnonymized
3227,12-1004,Which animal is likely hotter than it should be if its tongue is sticking out?,"{'text': array(['a lizard', 'a golden retriever', 'a rabbit', 'a human'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,panting is when an animal hangs its tongue out of its mouth to adjust to hot temperatures,1.0,2.0,7b06152ffc
3228,12-1005,What might you find in the depths of the ocean?,"{'text': array(['Mountainous ranges', 'magic', 'Unicorns', 'Love'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,oceans cover 70% of the surface of the earth,1.0,1.6,cee82219a0
3229,12-1006,The pine farms experience destruction yearly due to,"{'text': array(['a water bottle', 'rubbing two sticks',
       'abrupt electric discharge', 'loose gas cans'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,lightning can cause a forest fire,0.8,1.6,dc78319bb0
3230,12-1007,which pairs would likely be consumed by squirrel families?,"{'text': array(['bones and feathers', 'turkey and rocks', 'cardboard and sand',
       'peanuts and crackers'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,squirrels eat edible plants,1.0,1.8,7b06152ffc
3231,12-1010,To witness physical change you would need to observe the life cycle of a,"{'text': array(['chicken', 'monkey', 'alligator', 'newt'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,amphibians undergo metamorphosis,0.8,2.0,dc78319bb0
3232,12-1011,By finding the distance of something you are,"{'text': array(['totally clueless', 'gathering data', 'playing around',
       'wasting time'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,An example of collecting data is measuring,1.0,2.0,dc78319bb0
3233,12-1012,"if a river ran through a region, what would be found close by?","{'text': array(['land mass susceptible to water encroachment',
       'active life coral reef', 'acid rain susceptible area',
       'very active volcanic mountains'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,flood plains are located near rivers,1.0,1.2,cf7109905e
3234,12-1015,A ceramic dish from the dishwasher will be,"{'text': array(['dirty', 'cold', 'clear', 'warm'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,a hot plate is a source of heat,1.0,1.8,dc78319bb0
3235,12-1016,A person can find a sparrow's home by,"{'text': array(['looking at its face', 'looking at a detailed map',
       'seeing where it was born', 'noting where it frequently consumes'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,animals live and feed near their habitats,0.8,1.6,b356d338b7
3236,12-1017,Why are there more deer when there's a lot of rain?,"{'text': array(['all the dolphins fly south for the winter',
       'more rain means nothing grows',
       'A biblical character took every other animal with him',
       'abundant water means more vegetation'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,the increase of something required by an organism has a positive impact on that organism 's survival,1.0,2.0,7c933a44d8
3237,12-1019,If I wanted to add friction to a subject to get it to slow down I could,"{'text': array(['embrace it', 'throw it', 'push it', 'roll it'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,friction causes the speed of an object to decrease,0.8,1.6,cee82219a0
3238,12-1021,the closest star to the human planet delivers solar energy to the planet,"{'text': array(['maybe', 'the moon', 'this is uncertain', 'this is affirmative'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,the sun transfers solar energy from itself to the Earth through sunlight,0.8,1.2,52dbc5c7af
3239,12-1022,Which would be a learned trait?,"{'text': array(['skin color', 'nose shape', 'hair color',
       'favorite cookie variety'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,preferences are generally learned characteristics,1.0,1.6,7b06152ffc
3240,12-1023,What can you point to as an example of water vapor?,"{'text': array(['a mountain that looks like a bear',
       'the smoke coming from a distant fire',
       'a group of birds that looks like a wine glass',
       'a white puff in the sky that is shaped like a bird'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,An example of moisture is water vapor in the atmosphere,1.0,1.4,7b06152ffc
3241,12-1025,A forest was turned to mostly charcoal overnight. What happened?,"{'text': array(['a spaceship took the trees and put charcoal in their place',
       'the trees died of old age', 'someone was careless with a match',
       'the trees were chopped down'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,fire causes burning,1.0,1.8,3f32b550f3
3242,12-1026,"In an arid location, any various lifeforms will have to","{'text': array(['work harder for nutriment', 'find food quite easily',
       'find fast, easy nutriment', 'always eat their fill'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,a desert environment contains very little food,1.0,1.6,b356d338b7
3243,12-1027,Kelp has to have provisions to,"{'text': array(['maintain life', 'die', 'hibernate', 'relocate'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,an plant requires food for survival,1.0,1.2,dc78319bb0
3244,12-1028,An item placed on a balance will be,"{'text': array(['broken', 'measured', 'sorted', 'classified'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,a balance is used for measuring weight of a substance,1.0,1.8,b356d338b7
3245,12-1029,"If I wanted to disguise myself, what might be something I do?","{'text': array(['Nothing', 'Take off clothes', 'Smile', 'Color my epidermis'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,disguise means change appearance to hide,1.0,1.4,cee82219a0
3246,12-1031,"A creature's habitat would be like what, if it has wide appendages that grasp liquids well?","{'text': array(['salt water', 'salty', 'mountainous', 'dry'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,flippers are used for moving in water,1.0,1.0,52dbc5c7af
3247,12-1033,Wood can be reused to make a,"{'text': array(['dresser', 'plastic bottle', 'candy cane', 'glass bottle'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,wood is a renewable resource,1.0,2.0,cee82219a0
3248,12-1035,Which is the most accurate statement?,"{'text': array(['rocks grow to reach the size they are today',
       'oaks grow to reach the size they are today',
       'cell phones grow to reach the size they are today',
       'plastic forks grow to reach the size they are today'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,all living things grow,1.0,2.0,7b06152ffc
3249,12-1036,Many things happen when the seasons change. One example is when plants go from big and bloomed to,"{'text': array(['space', 'bigger', 'dead', 'gigantic'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,An example of a seasonal change is plants becoming dormant in the winter,0.8,1.8,bdb4135787
3250,12-1037,"If a person wants to feed their pet alligator, they will stock up on","{'text': array(['broccoli', 'sand', 'guppy', 'bread'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,alligators eat fish,1.0,2.0,b356d338b7
3251,12-1038,the central object of our solar system is also,"{'text': array(['the smallest object in the solar system',
       'the coldest heavenly body', 'the farthest star from us',
       'the closest star from us'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,the Earth revolves around the sun,0.8,1.2,cf7109905e
3252,12-1039,which one of these animals lives deepest in the ocean?,"{'text': array(['an african parrot', 'gold fish', 'a tuna fish', 'a vampire squid'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,deep sea animals live deep in the ocean,0.8,1.6,cf7109905e
3253,12-1043,Putting heat on and around something like the following can cause a chemical reaction:,"{'text': array(['a marble slab', 'carrot cake batter', 'a stone', 'a dirt patch'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,adding heat to an object sometimes causes chemical reactions,1.0,1.6,b356d338b7
3254,12-1044,The moon reflects rays of sun from our,"{'text': array(['red giant', 'jupiter', 'yellow dwarf', 'whit dwarf'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,the sun is a source of light called sunlight,1.0,1.6,dc78319bb0
3255,12-1045,If I wanted to get energy after a hard work out I could do what?,"{'text': array(['Go bike riding', 'Go swimming', 'Consume bread', 'Run again'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,food is a source of energy for animals,1.0,1.8,cee82219a0
3256,12-1046,An element from the periodic table is used to transfer,"{'text': array(['light', 'sound', 'air', 'voltage'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,wiring requires an electrical conductor,0.8,0.8,dc78319bb0
3257,12-1047,Pollution is,"{'text': array(['throwing a gum wrapper in the ocean', 'trees in a forest',
       'Fish swimming in the sea', 'The wind carrying seeds'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,many vehicles emit pollution into the air,1.0,2.0,52dbc5c7af
3258,12-1050,"If a person wants to make house from something that is unable to be endlessly produced, they would build a","{'text': array(['tin shack', 'pallet structure', 'log cabin', 'wood house'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,metal is a nonrenewable resource,1.0,1.4,b356d338b7
3259,12-1052,"If a zebra has more black than white on its body and has a calf, that calf","{'text': array(['will be dark brown', 'will be mostly white', 'will be quite bald',
       'will be mostly black'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,reproduction is when an organism passes genetic information from itself to its offspring,1.0,1.6,b356d338b7
3260,12-1053,"in order for the body to absorb nutrients, where does the food typically enter from?","{'text': array(['the mouth of the organism', 'the skin of the organism',
       'the ear of the organism', 'the anus of the organism'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,digestion is when an organism takes in nutrients from food into itself by eating,1.0,1.6,cf7109905e
3261,12-1054,Some lizards form eggs where,"{'text': array(['in space', 'in fire', 'in ice', 'in their interiors'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,reptiles lay eggs,0.8,1.6,cee82219a0
3262,12-1055,An example of a chemical reaction might be,"{'text': array(['a rusty knife', 'Water', 'Grass', 'Smiling'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,combining two substances chemically causes chemical reactions,0.8,2.0,cee82219a0
3263,12-1056,The lungs give O2 to the,"{'text': array(['bloodstream', 'neighbor', 'ozone', 'poor'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,the respiratory system transfers oxygen to the circulatory system,1.0,2.0,dc78319bb0
3264,12-1057,If a log is cold it is in,"{'text': array(['an oven', 'a fire', 'a toaster', 'a tundra'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,something in a cold place becomes cold,1.0,2.0,b356d338b7
3265,12-1058,Wind can be used to,"{'text': array(['make pasta', 'turn back time', 'make magic', 'time travel'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,wind is an inexhaustible resource,1.0,0.0,cee82219a0
3266,12-1059,Which of the following would be considered the most windy,"{'text': array(['a light drizzle', 'a light breeze', 'a powerful front',
       'a tremendous hurricane'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,windy means high wind speeds,1.0,1.8,7b06152ffc
3267,12-1060,Make sure to protect your eyes when working with chemicals because they can easily do what if handled wrong,"{'text': array(['nothing', 'fly', 'run away', 'spatter upward'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,chemical splashing can cause harm to the eyes,1.0,1.8,bdb4135787
3268,12-1061,When I hear news of a warm front I make sure to bring,"{'text': array(['game boy', 'clocks', 'guns', 'waterproof appendage covers'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,a warm front causes cloudy and rainy weather,1.0,1.2,cee82219a0
3269,12-1062,"After several months, a cardboard box left outside is all misshapen and has holes in it","{'text': array(['the elements broke it down', 'radiation completely destroyed it',
       'an elf messed with the box', 'bees ate holes in it'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,breaking down an object changes that object 's shape and mass,1.0,1.8,3f32b550f3
