id,question_stem,choices,answerKey,fact1,humanScore,clarity,turkIdAnonymized,stem_length
12-406,If we cut down trees from the rainforest what will suffer more?,"{'text': array(['Buildings', 'Cars', 'Space', 'Cats'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,cutting down trees in a forest causes the number of trees to decrease in that forest,0.8,1.2,cee82219a0,63
11-464,Which object is least likely to have any light pass through it?,"{'text': array(['a dog', 'a plastic bottle', 'a prism', 'a window'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,no light shines through an opaque object,1.0,2.0,7b06152ffc,63
9-81,Lamps that convert electricity into light and heat are known as,"{'text': array(['incadescent', 'flourescent', 'led', 'candle'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,some light bulbs convert electricity into light and heat energy,1.0,1.6,dc78319bb0,63
14-940,What do you have the most time to paint a nature scene outside?,"{'text': array(['Spring', 'Summer', 'Fall', 'Winter'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,the amount of daylight is greatest in the summer,0.8,1.6,7c933a44d8,63
13-955,A cypress tree's stout roots splitting asphalt is an example of,"{'text': array(['cookie elves', 'compacting', 'weathering', 'beer'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,a plant 's roots slowly break down rocks as the roots grow,1.0,2.0,7c933a44d8,63
12-1045,If I wanted to get energy after a hard work out I could do what?,"{'text': array(['Go bike riding', 'Go swimming', 'Consume bread', 'Run again'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,food is a source of energy for animals,1.0,1.8,cee82219a0,64
14-44,A ferret darting around a space in the wild in a panic is likely,"{'text': array(['grooming itself', 'eluding foe', 'winning marathons',
       'laying eggs'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,some animals move quickly to escape predators,1.0,2.0,b356d338b7,64
11-530,A hang-glider that is soaring runs into gales head-on. The gales,"{'text': array(['sinks the glider', 'speeds the glider', 'crashes the glider',
       'slow the glider'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,friction causes the speed of an object to decrease,0.8,0.8,b356d338b7,64
12-255,As the barometer reading goes lower there is a greater chance of,"{'text': array(['winning a prize', 'sunshine', 'a full moon', 'getting wet'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,"as air pressure decreases , the chance of rain will increase",0.8,1.6,3f32b550f3,64
14-307,A kitten is born and a person who is petting it can know that it,"{'text': array(['broke through shell', 'was hatched', 'was an egg',
       'came out breathing'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,live birth means developing inside the mother instead of an egg,1.0,2.0,b356d338b7,64
1977,Materials like ethanol are used to produce electricity by _____.,"{'text': array(['hydroelectric power', 'renewable energy', 'burning',
       'carbon fixation'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,biofuel is used to produce electricity by burning,0.8,2.0,123d66ccd7,64
1558,which one of these activities can lead to animal gathering seeds,"{'text': array(['Bees making nectar', 'bees making honey.', 'bees stinging human',
       'Bees collecting nectar'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,An example of seed dispersal is is an animal gathering seeds,1.0,1.4,4bb4adab30,64
8-345,which of these would help a person walk through a dark basement?,"{'text': array(['a dead military torchlight', 'a blown out electric lamp',
       'an oil lantern without oil', 'a candle and a matchstick'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,a candle is a source of light when it is burned,1.0,2.0,cf7109905e,64
13-519,if an organism makes food for itself then that organism needs to,"{'text': array(['take naps', 'swim fast', 'synthesize itsenergy', 'ride bicycles'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,if an organism makes food for itself then that organism does not need to eat other organisms,0.8,1.6,6240cdfd8d,64
14-939,Which of these industries is most likely to effect an ecosystem?,"{'text': array(['food', 'coal', 'solar', 'retail'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,mining changes an ecosystem,1.0,1.4,c8d24331a4,64
14-1170,"Consuming from an aluminium container, a human is likely enjoying","{'text': array(['a melted down liver enzyme', 'a strange liquid metal',
       'a makeshift type of pasta',
       'a crisp beverage with cold bubbles streaming throughout it'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,a soda can is made of aluminum,0.8,1.6,b356d338b7,65
11-513,A creature that can move through liquid easily due to flippers is,"{'text': array(['bluejays', 'felines', 'penguins', 'cattle'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,flippers are used for moving in water,1.0,2.0,b356d338b7,65
7-286,Because a logging company has been working here the area has more,"{'text': array(['calcium', 'rust', 'carbon', 'silicon'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,"as the population of plants decreases , carbon in the atmosphere will increase",0.8,1.2,7189327f06,65
11-679,"A light that is turned on will be connected to wiring, which will","{'text': array(['be shredded', 'feel toasty', 'be wooden', 'be icy'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,electrical current running through a wire causes that wire to heat up,1.0,0.4,b356d338b7,65
12-954,A car running on a resource that will someday cease existing uses,"{'text': array(['dino remains', 'water power', 'solar power', 'electricity'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,natural gas is a nonrenewable resource,1.0,1.8,b356d338b7,65
11-161,Which of the following comprises the energy that fuels a toaster?,"{'text': array(['microns', 'protons', 'electrons', 'TRONs'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,electricity is made of moving charges,1.0,1.2,7b06152ffc,65
10-571,A bunny is desperate for food and happily chows down when offered,"{'text': array(['a meatball', 'some oregano', 'cat food', 'a steak'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,rabbits eat plants,1.0,1.2,b356d338b7,65
10-342,Why might you want to wear safety goggles while working in a lab?,"{'text': array(['Safety goggle give you x-ray vision',
       'Caustic liquid man-made substances can fly up',
       'They protect your eyes from the sun', 'Mosquitoes are a problem'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,chemical splashing sometimes occurs during experiments,1.0,1.83,3f32b550f3,65
14-382,Which can be used to pass information from one person to another?,"{'text': array(['an invention by Marconi', 'an invention by Newton',
       'an invention by McCormick', 'an invention by Pasteur'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,a radio is used for communication,1.0,2.0,be7a45e47c,65
9-1118,When a bear eats berries he will be contributing to what process?,"{'text': array(['food for young', 'hunters', 'seed propagation', 'hunger'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,An example of seed dispersal is animals eating seeds,1.0,2.0,52dbc5c7af,65
13-577,"wildfire that is passed through the tree tops are dangerous, why?","{'text': array(['it changes at the tip of a hat', 'it has magic powers',
       'it creates a blackhole to suck up Earth',
       'it has the power to travel in time'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,drought may cause wildfires,0.8,1.6,cee82219a0,65
12-375,Which of these things would cause more racoons to hang out nearby?,"{'text': array(['shooting them as they come', 'cutting their hair at night',
       'leaving lids off garbage cans',
       'putting garbage cans inside the garage'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,raccoons eat waste,1.0,1.6,0317ce7c33,66
10-1219,Depressions in building materials that fill with frozen water will,"{'text': array(['decompose', 'collapse', 'contract', 'expand'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,"when water freezes , that water expands",1.0,2.0,7c933a44d8,66
12-31,"If a person wants to save the environment, a thing they can try is","{'text': array(['using more Styrofoam', 'buying more stuff',
       'reusing plastic dishware', 'burning more plastic'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,An example of protecting the environment is reducing the amount of waste,1.0,2.0,b356d338b7,66
12-997,"If a thing creates sugars in a natural system, then it is likely a","{'text': array(['daffodil', 'wolf', 'rabbit', 'deer'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,a producer is a source of sugar in an ecosystem,1.0,1.8,b356d338b7,66
8-337,"A girl wants to help to protect the environment, so she decides to","{'text': array(['drive to work', 'quit her job', 'walk to work', 'visit a friend'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,An example of protecting the environment is reducing the amount of pollutants,1.0,1.8,b356d338b7,66
12-613,the closest star to our planet delivers solar energy to the planet,"{'text': array(['this is truth', 'all of these', 'unknown', 'maybe'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,the solar system contains the moon,1.0,1.2,52dbc5c7af,66
12-632,"If a hill has a sharp decline on a side, water will first run down","{'text': array(['a flat edge', 'sharpest side', 'everywhere', 'a softer side'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,water flows down a slope,0.8,1.2,b356d338b7,66
11-331,Lava is found above the ground because when there is lava there is,"{'text': array(['a soft song', 'a frontal lobe', 'a small indent',
       'a movement happening'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,lava is found above the ground,1.0,0.6,b356d338b7,66
10-145,A field is tilled and soil is filled with nutrients after years of,"{'text': array(['bears eroding trees', 'the flu dissolving',
       'stones being destroyed', 'corn burning up'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,soil is formed by rocks eroding,0.8,1.33,b356d338b7,66
7-500,"Switches can be used to cease electronic energy flow, such as when","{'text': array(['a button is pushed and a fan stops spinning',
       'a fridge is running loudly',
       'a freezer turns off in a power outage', 'a light is turned on'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,a switch is used to stop the flow of current in an electrical circuit,0.8,1.0,b356d338b7,66
623,What does electrical energy become when a light bulb is turned on?,"{'text': array(['energy newly derived from radiation',
       'energy derived from its motion',
       'energy  that can be seen and used to see the matter around us',
       'solar and wind energy'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,a light bulb converts electrical energy into light energy when it is turned on,0.8,1.8,a8ecf6eaeb,66
13-452,in which one of these classes are you most likely to find graphite?,"{'text': array(['in a yoga class', 'in a philosophy class',
       'in a physical education class', 'in a visual art class'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,pencil lead contains mineral graphite,0.8,1.6,cf7109905e,67
12-208,If someone wants to see the celestial bodies clearly they would use,"{'text': array(['a freshly printed magazine', 'a dirty old sneaker',
       'a paper towel tube', 'a lengthened glass tube'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,a telescope is used for observing stars,1.0,1.4,b356d338b7,67
14-198,Which would you have the most difficult time spotting in the woods?,"{'text': array(['an adult Brontosaurus', 'a polar bear', 'a large airplane',
       'satanic leaf-tailed gecko'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,An example of camouflage is an organism looking like leaves,1.0,1.6,7c933a44d8,67
14-393,An example of a house hold item that could be an insulator could be,"{'text': array(['Diamonds', 'Silver', 'Gold', 'Tupperware'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,down feathers are a thermal energy insulator,0.8,1.6,cee82219a0,67
