Unnamed: 0,id,question_stem,choices,answerKey,fact1,humanScore,clarity,turkIdAnonymized
553,558,"à mesure que la sécheresse augmente dans un environnement, la biodiversité","{'text': array(['augmentation', 'diminutions', 'reste le même', 'commence'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,"à mesure que la sécheresse augmente dans un environnement, l'eau disponible dans cet environnement diminuera",1.0,1.6,64d9056837
554,7-784,Tricoter le calcium sur une plaque de stries,"{'text': array(['décrit un minéral blanc',
       'laisse derrière eux des morceaux de blanc',
       'parle beaucoup de calcium', 'casse le calcium en morceaux'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,"quand un minéral est frotté sur une plaque de stries, une partie du matériau se brise et forme une poudre",1.0,1.4,b356d338b7
555,7-24,Un smack sur une planche en bois peut être entendu à un mille de distance,"{'text': array([""parce que le son passe par l'oxygène"",
       'à cause du fonctionnement du son',
       'parce que les vibrations peuvent bouger',
       ""parce que le son vibre dans l'atmosphère""], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,le son peut voyager par avion,1.0,0.6,b356d338b7
556,9-967,que fait un cactus avec de l'eau,"{'text': array(['crache-le', 'faites-le salir', 'conserver une cache', 'filtre-le'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,un cactus stocke de l'eau,0.8,1.8,0d935542d3
557,1703,"Les bananes, les ananas et les noix de coco proviennent d'endroits qui sont","{'text': array(['chaud', 'îles', 'humide', 'loin'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,les organismes qui vivent dans des climats chauds,1.0,1.8,7189327f06
558,7-507,Certains animaux construisent une structure appelée maison où vivre leur propre espèce. Cet animal est un,"{'text': array(['rongeurs', 'reptile', 'carnivore', 'primate'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,certains humains vivent dans des maisons,1.0,1.2,7189327f06
559,9-691,Certains animaux sont capturés facilement par d'autres animaux parce qu'ils sont lents tandis que les prédateurs sont,"{'text': array(['Joli', 'rapide', 'la manipulation', 'fou'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,certains prédateurs se déplacent rapidement pour attraper des proies,1.0,1.8,bdb4135787
560,7-666,Voir des étoiles peut devenir plus difficile,"{'text': array(['les étoiles sont condensées dans le ciel',
       'une plus grande quantité de lumière est condensée dans une zone',
       'les projecteurs sont utilisés en mer',
       'les vaisseaux spatiaux commencent à planer sur la terre'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,"à mesure que la pollution lumineuse augmente, voir les étoiles sera plus difficile",1.0,1.6,b356d338b7
561,1453,Si une forêt qui abrite des animaux est coupée,"{'text': array(['puis les maisons des animaux sont démolies',
       'alors les animaux vont juste reconstruire',
       ""alors les animaux s'adapteront"", 'puis tous les animaux meurent'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,"si un habitat est enlevé, alors cet habitat est détruit",0.8,1.0,a8ecf6eaeb
562,7-233,"Plus les voitures sont entraînées, plus","{'text': array(['la température quotidienne va augmenter',
       'les oiseaux tomberont malades',
       ""l'eau aura besoin de purification"",
       'la nourriture aura un goût étrange'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,"à mesure que la quantité de gaz polluants dans l'atmosphère augmente, la température atmosphérique augmentera",1.0,1.0,b356d338b7
563,96,Les ours hibernent en hiver parce que,"{'text': array([""pour socialiser davantage avec d'autres ours"",
       ""l'environnement est plus froid et a moins de nourriture"",
       'un temps fixe est passé', 'les petits naissent'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,des changements saisonniers sont effectués en réponse aux changements dans l'environnement,1.0,2.0,7189327f06
564,9-603,Lequel d'entre eux absorberait plus de soleil,"{'text': array(['Une grotte', 'Une pieuvre', 'Une batte', ""Une oreille d'éléphant""],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,"à mesure que la taille d'une feuille augmente, la quantité de soleil absorbée par cette feuille augmentera",1.0,1.4,cee82219a0
565,1570,Les arc-en-ciel ont besoin,"{'text': array([""leprechauns et pots d'or"", 'pluie et ciel noir',
       'soleil et un peu de bruine', 'soleil et ciel dégagé'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,soleil et pluie peuvent causer un arc-en-ciel,1.0,1.8,a8ecf6eaeb
566,8-131,Un chronomètre est utile,"{'text': array([""lors de la détermination de l'heure qu'il est"",
       'lors du suivi des temps fractionnés sur les courses',
       ""lors du réglage d'un réveil"",
       'lors de la vérification des réponses à un test de table'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,un chronomètre est utilisé pour mesurer le temps,1.0,2.0,a8ecf6eaeb
567,1696,L'attraction de la gravité sur les objets augmente comme ce qui se passe ?,"{'text': array([""l'objet s'éloigne"", ""l'objet est tiré en cercles"",
       'la gravité est plus lourde sur un objet', ""l'objet est rapproché""],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,"que la distance d'un objet diminue, la traction de gravité sur cet objet augmente",0.8,1.4,b356d338b7
568,1770,Un problème commun impliquant des déchets dans le système excréteur est celui de la,"{'text': array(['courir pour elle', 'courant sur vide', 'une fièvre',
       'avoir les pistes'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,le système excréteur élimine les déchets du corps,1.0,0.8,fd3aeffe8c
569,9-880,un certain niveau de concassage et de pression serait nécessaire pour la formation de roches sédimentaires,"{'text': array([""c'est exact"", 'peut-être vrai', ""c'est faux"", 'tous ces'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,des roches sédimentaires se forment à partir de sédiment compactant ensemble,0.8,1.2,cf7109905e
570,9-497,qui d'entre eux conduira à une population plus importante dans un habitat donné?,"{'text': array(['tous ces', 'famine sévère et famine',
       'sécheresse et sécheresse graves', 'un large assortiment de repas'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,"à mesure que le nombre de sources de nourriture augmente dans un environnement, la population des organismes augmentera dans cet environnement",0.8,2.0,cf7109905e
571,867,Où est le plus chaud de décembre?,"{'text': array(['Nebraska', 'Canada', 'Papouasie-Nouvelle-Guinée', 'Israël'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,Décembre est pendant l'été dans l'hémisphère sud,0.8,1.8,64d9056837
572,9-1133,"que le sang chaud ou le sang froid, pour survivre tous les animaux sont tenus de","{'text': array(['stocker la chaleur rayonnante', ""laver avec de l'eau"",
       'bain en soleil', 'lutte pour survivre'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,un animal nécessite habituellement une température corporelle chaude pour survivre,0.8,1.0,dc78319bb0
573,1498,Il y a plus de pluie quand le ciel est,"{'text': array(['gris', 'rouge', 'bleu', 'blanc'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,si le temps est orageux alors il y a plus de chance de pluie,1.0,2.0,7189327f06
574,825,La décomposition est importante pour,"{'text': array(['eau', 'médicament', 'soleil', 'produits alimentaires'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,la décomposition est quand un décomposeur décompose les organismes morts,1.0,1.2,7189327f06
575,9-706,Comment un lieu de basse altitude est-il affecté par les inondations comparativement à un endroit plus élevé?,"{'text': array([""Il est plus affecté par l'inondation"",
       ""Il est impossible d'inonder une altitude inférieure"",
       ""Il est plus résistant qu'un endroit plus élevé"",
       'La zone inférieure est déjà inondée'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,"à mesure que l'élévation d'un lieu diminue , combien une inondation affectera ce lieu augmentera",1.0,1.8,3ed3aed594
576,9-708,Les graines peuvent être trouvées dans un objet souvent vu sur,"{'text': array(['Samedi', 'Saint Valentin', ""La fête des fous d'avril"",
       'Halloween'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,une citrouille contient des graines,0.8,1.2,7189327f06
577,9-563,Un producteur fait son propre quoi ?,"{'text': array(['air', 'graminées', 'corps', 'la nourriture'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,un producteur produit sa propre nourriture,1.0,1.6,1e6dc77bb6
578,7-560,Les nuages sont constitués de particules d'humidité qui sont maintenues dans le ciel jusqu'à,"{'text': array(['le poids marche contre lui', 'la tempête commence à approcher',
       'le temps commence à changer',
       ""l'hiver arrive plus tôt que plus tard""], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,les nuages produisent de la pluie,1.0,1.8,b356d338b7
579,7-514,quel est le comportement parental d'un mammifère?,"{'text': array(['ils donnent de la nutrition à leurs jeunes',
       'ils manquent de soins pour leurs jeunes',
       'les mammifères mangent leurs jeunes',
       ""les mammifères n'ont aucune progéniture""], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,un mammifère allaite habituellement sa progéniture,1.0,1.8,cf7109905e
580,8-485,Il y a très peu d'espèces de plantes et d'animaux dans des endroits comme le pôle Nord parce que les températures sont toujours très élevées,"{'text': array(['muggy', 'faible', 'élevé', 'ennuyeux'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,les environnements froids contiennent peu d'organismes,1.0,2.0,bdb4135787
581,7-194,La famille a cuit la plupart de leurs aliments à l'aide d'un poêle et,"{'text': array(['électricité', 'chance', 'glace', 'magie'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,les dispositifs électriques convertissent l'électricité en autres formes d'énergie,1.0,2.0,0317ce7c33
582,24,De nombreuses espèces végétales ne peuvent se reproduire que si l'environnement comprend,"{'text': array(['champignons', 'fourmis', 'abeilles', 'araignées'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,Une abeille est un animal pollinisateur,1.0,2.0,7189327f06
583,1544,Refroidissement par vapeur d'eau,"{'text': array([""s'évaporer complètement dans l'air"",
       'deviendra rapidement de la glace',
       ""devient vapeur dans l'atmosphère"",
       ""devient gouttelettes de h2o sur le couvercle d'un pot bouillant""],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,le refroidissement par vapeur d'eau provoque que la vapeur d'eau condense,0.8,1.6,a8ecf6eaeb
584,8-432,"si un étudiant trouve son stylo sur la table de l'autre côté de la pièce, lequel de ceux-ci est arrivé ?","{'text': array(['il y avait de la lumière du stylo à la cornée',
       ""le stylo n'a pas réfléchi"", 'aucune de ces',
       'la personne a des pouvoirs psychiques'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,si un objet reflète la lumière vers l'œil alors cet objet peut être vu,0.8,1.8,cf7109905e
585,7-253,Les plumes épaisses sont utiles pour les oiseaux,"{'text': array(['qui vivent dans des climats chauds',
       'qui aiment un look fluffier',
       'qui vivent dans des climats froids',
       'qui souffrent de calvitie à motif masculin'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,des plumes épaisses peuvent être utilisées pour garder au chaud,1.0,1.8,a8ecf6eaeb
586,1115,Qu'est-ce qui est le plus sûr à respirer ?,"{'text': array(['houillère', ""Usine de carbure de l'Union"", 'éolienne',
       'automobile'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,un moulin à vent ne crée pas de pollution,1.0,2.0,64d9056837
587,7-309,"Bill a raté la marée haute, donc il a dû attendre jusqu'à quand pour la revoir","{'text': array(['demain', 'le mois prochain', ""l'année prochaine"", 'jamais'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,la lune se lève une fois par jour,0.8,1.6,0317ce7c33
588,7-421,L'abeille a fourni un service précieux au,"{'text': array(['la maison.', 'pierre', 'eau', 'rose'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,Un insecte est un animal pollinisateur,1.0,2.0,0317ce7c33
589,7-592,"Pour laver la lessive, la vaisselle ou prendre un bain, il est vital d'avoir","{'text': array([""sept puits pour l'eau"", 'un chauffe-eau chaud dans la ville',
       'une grande brosse pour le nettoyage',
       'eau chauffée à des températures acceptables'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,une douche est une source d'eau chaude pour le lavage,0.8,1.4,b356d338b7
590,1722,Un environnement désertique est,"{'text': array(['frigide', 'séchés', 'pluie', 'tropicale'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,un environnement désertique est sec,1.0,1.6,a8ecf6eaeb
591,1494,Le changement de phase survient lorsque,"{'text': array([""l'eau est versée dans un verre"",
       'le gâteau est laissé pour refroidir sur le comptoir',
       'mélange de jello est réfrigéré',
       'la dinde est coupée en morceaux'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,un changement de phase est quand la matière change d'un état à un autre état,0.8,2.0,a8ecf6eaeb
592,9-90,Une rampe peut déplacer une personne à quel niveau?,"{'text': array(['une poulie', 'handicapés', 'un supérieur', 'niveau plus foncé'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,un plan incliné est utilisé pour soulever des objets,1.0,2.0,52dbc5c7af
593,8-34,Modifier la structure physique d'un objet destructif pourrait impliquer,"{'text': array([""bâtiment sur le dessus de l'article"", 'le mettre en pièces',
       'aucune de ces', 'produire une version de meilleure qualité'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,décomposer un objet change la forme et la masse de l'objet,1.0,2.0,cf7109905e
